"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gabon","646","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=GAB target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gabon","646","","","Country Full Name","Gabon",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gabon","646","","","Country ISO 2 Code","GA",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gabon","646","","","Country ISO 3 Code","GAB",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gabon","646","","","Country Name","Gabon",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gabon","646","","","Country SDMX Code","GA",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gabon","646","","","Country SDMX Name","Gabon",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gabon","646","","","Country Short Name","Gabon               ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gabon","646","","","Country Source Code","646",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gambia, The","648","","","Country Code","648",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gambia, The","648","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=GMB target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gambia, The","648","","","Country Full Name","Gambia, The",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gambia, The","648","","","Country ISO 2 Code","GM",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gambia, The","648","","","Country ISO 3 Code","GMB",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gambia, The","648","","","Country Name","Gambia, The",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gambia, The","648","","","Country SDMX Code","GM",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gambia, The","648","","","Country SDMX Name","Gambia",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gambia, The","648","","","Country Short Name","Gambia, The         ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Gambia, The","648","","","Country Source Code","648",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Ghana","652","","","Country Code","652",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Ghana","652","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=GHA target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Ghana","652","","","Country Full Name","Ghana",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Ghana","652","","","Country ISO 2 Code","GH",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Ghana","652","","","Country ISO 3 Code","GHA",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Ghana","652","","","Country Name","Ghana",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Ghana","652","","","Country SDMX Code","GH",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Ghana","652","","","Country SDMX Name","Ghana",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Ghana","652","","","Country Short Name","Ghana               ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Ghana","652","","","Country Source Code","652",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea","656","","","Country Code","656",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea","656","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=GIN target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea","656","","","Country Full Name","Guinea",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea","656","","","Country ISO 2 Code","GN",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea","656","","","Country ISO 3 Code","GIN",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea","656","","","Country Name","Guinea",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea","656","","","Country SDMX Code","GN",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea","656","","","Country SDMX Name","Guinea",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea","656","","","Country Short Name","Guinea              ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea","656","","","Country Source Code","656",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea-Bissau","654","","","Country Code","654",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea-Bissau","654","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=GNB target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea-Bissau","654","","","Country Full Name","Guinea-Bissau",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea-Bissau","654","","","Country ISO 2 Code","GW",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea-Bissau","654","","","Country ISO 3 Code","GNB",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea-Bissau","654","","","Country Name","Guinea-Bissau",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea-Bissau","654","","","Country SDMX Code","GW",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea-Bissau","654","","","Country SDMX Name","Guinea-Bissau",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea-Bissau","654","","","Country Short Name","Guinea-Bissau       ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Guinea-Bissau","654","","","Country Source Code","654",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Kenya","664","","","Country Code","664",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Kenya","664","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=KEN target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Kenya","664","","","Country Full Name","Kenya",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Kenya","664","","","Country ISO 2 Code","KE",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Kenya","664","","","Country ISO 3 Code","KEN",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Kenya","664","","","Country Name","Kenya",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Kenya","664","","","Country SDMX Code","KE",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Kenya","664","","","Country SDMX Name","Kenya",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Kenya","664","","","Country Short Name","Kenya               ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Kenya","664","","","Country Source Code","664",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Lesotho","666","","","Country Code","666",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Lesotho","666","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=LSO target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Lesotho","666","","","Country Full Name","Lesotho",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Lesotho","666","","","Country ISO 2 Code","LS",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Lesotho","666","","","Country ISO 3 Code","LSO",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Lesotho","666","","","Country Name","Lesotho",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Lesotho","666","","","Country SDMX Code","LS",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Lesotho","666","","","Country SDMX Name","Lesotho",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Lesotho","666","","","Country Short Name","Lesotho             ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Lesotho","666","","","Country Source Code","666",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Liberia","668","","","Country Code","668",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Liberia","668","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=LBR target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Liberia","668","","","Country Full Name","Liberia",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Liberia","668","","","Country ISO 2 Code","LR",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Liberia","668","","","Country ISO 3 Code","LBR",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Liberia","668","","","Country Name","Liberia",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Liberia","668","","","Country SDMX Code","LR",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Liberia","668","","","Country SDMX Name","Liberia",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Liberia","668","","","Country Short Name","Liberia             ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Liberia","668","","","Country Source Code","668",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Madagascar","674","","","Country Code","674",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Madagascar","674","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=MDG target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Madagascar","674","","","Country Full Name","Republic of Madagascar  ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Madagascar","674","","","Country ISO 2 Code","MG",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Madagascar","674","","","Country ISO 3 Code","MDG",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Madagascar","674","","","Country Name","Madagascar",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Madagascar","674","","","Country SDMX Code","MG",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Madagascar","674","","","Country SDMX Name","Madagascar",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Madagascar","674","","","Country Short Name","Madagascar",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Madagascar","674","","","Country Source Code","674",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Malawi","676","","","Country Code","676",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Malawi","676","","","Country Data Quality Assurance Framework","For additional country metadata please refer to the <a href=http://dsbb.imf.org/Applications/web/gdds/gddscountrycategorylist/?strcode=MWI target='_blank'>country's General Data Dissemination System (GDDS) page</a>. GDDS provides recommendations on good practice for the production and dissemination of statistics.",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Malawi","676","","","Country Full Name","Malawi",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Malawi","676","","","Country ISO 2 Code","MW",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Malawi","676","","","Country ISO 3 Code","MWI",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Malawi","676","","","Country Name","Malawi",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Malawi","676","","","Country SDMX Code","MW",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Malawi","676","","","Country SDMX Name","Malawi",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Malawi","676","","","Country Short Name","Malawi              ",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","Malawi","676","","","Country Source Code","676",""
